Issue Type,Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Sub-task,VYSPER-65,12426099,12423810,"Error cases for ""Subscribe to a node""",mjakl,mjakl,Major,Closed,Fixed,22/May/09 10:27,03/Jul/09 20:43,
Sub-task,VYSPER-63,12426061,12423810,User ServerErrorResponse helper for creating error stanzas.,mjakl,mjakl,Major,Closed,Fixed,21/May/09 20:59,03/Jul/09 20:43,
Sub-task,VYSPER-60,12425661,12423810,Reorganize handlers and testcases,mjakl,mjakl,Major,Closed,Fixed,16/May/09 21:04,03/Jul/09 20:43,
Sub-task,VYSPER-58,12425026,12423810,Verify whether the new handlers are correctly registered within Vysper,mjakl,mjakl,Major,Closed,Fixed,09/May/09 23:14,28/Jun/09 20:01,
Bug,VYSPER-76,12427897,,Fix getting UTC timezone on Java 6,brainlounge,brainlounge,Major,Open,,15/Jun/09 13:53,15/Jun/09 13:53,
Sub-task,VYSPER-54,12425009,12423810,Publish to a node (XEP-0060 7.1),mjakl,mjakl,Major,Closed,Fixed,09/May/09 13:59,10/Jun/09 12:45,08/Jul/09 00:00
Sub-task,VYSPER-53,12425008,12423810,Unsubscribe (XEP-0060 6.2),mjakl,mjakl,Major,Closed,Fixed,09/May/09 13:58,10/Jun/09 12:45,08/Jul/09 00:00
Bug,VYSPER-16,12381767,,XML parsing: Handle XML entities,,brainlounge,Major,Open,,03/Nov/07 08:27,10/Jun/09 09:44,
Sub-task,VYSPER-31,12384656,12381771,Add SASL EXTERNAL mechanism,,brainlounge,Major,Open,,14/Dec/07 13:59,10/Jun/09 09:42,
Sub-task,VYSPER-29,12385073,12381768,Handle resource unbinding,,brainlounge,Major,Open,,21/Dec/07 08:59,10/Jun/09 09:42,
Sub-task,VYSPER-28,12385072,12381768,Handle resource binding handshake,,brainlounge,Major,Open,,21/Dec/07 08:59,10/Jun/09 09:42,
Bug,VYSPER-13,12381766,,XML streaming: handle CDATA sections,,brainlounge,Major,Open,,03/Nov/07 08:26,10/Jun/09 09:32,
Bug,VYSPER-11,12381768,,Implement resource binding,,brainlounge,Major,Open,,03/Nov/07 08:29,10/Jun/09 09:32,
Bug,VYSPER-9,12399154,,Store subscription requests to offline contacts for delivery as soon as they come online,,brainlounge,Major,Open,,27/Jun/08 09:53,10/Jun/09 09:32,
Bug,VYSPER-73,12427534,,Mutual subscription error in JCR persistence,brainlounge,brainlounge,Major,Open,,10/Jun/09 09:08,10/Jun/09 09:22,
Bug,VYSPER-7,12419476,,Make it easy to swap persistence layer,,brainlounge,Major,Resolved,Fixed,26/Mar/09 11:10,10/Jun/09 09:16,
Bug,VYSPER-1,12389383,,Initial handshake stalls in TLS negotiation with Psi client,,brainlounge,Major,Closed,Fixed,23/Feb/08 12:14,10/Jun/09 09:02,
Sub-task,VYSPER-47,12423257,12423243,IP: update/adopt the existing Vysper crypto notice,vrm,brainlounge,Major,Closed,Fixed,20/Apr/09 08:28,26/May/09 12:26,
New Feature,VYSPER-66,12426146,,Add support for data and time,brainlounge,brainlounge,Major,Resolved,Fixed,22/May/09 20:00,22/May/09 20:29,
Sub-task,VYSPER-52,12425007,12423810,Subscribe to a Node (XEP-0060 6.1),mjakl,mjakl,Major,Closed,Fixed,09/May/09 13:58,22/May/09 10:30,08/Jul/09 00:00
New Feature,VYSPER-62,12425884,,Implement extended Service Discovery ,,brainlounge,Major,Resolved,Fixed,20/May/09 05:39,22/May/09 08:11,
Sub-task,VYSPER-26,12423811,12423810,Implement Module-skeleton,mjakl,mjakl,Major,Closed,Fixed,26/Apr/09 20:49,14/May/09 20:35,
Bug,VYSPER-17,12423743,,Create centralized persistence service handling,brainlounge,brainlounge,Major,Resolved,Fixed,24/Apr/09 21:34,13/May/09 19:43,
Bug,VYSPER-25,12408653,,Provide support to answer a client's IQ request asynchronously,,brainlounge,Major,Open,,17/Nov/08 16:06,04/May/09 18:49,
Sub-task,VYSPER-36,12423246,12423243,Infra: Create Vysper JIRA space,brainlounge,brainlounge,Major,Resolved,Fixed,20/Apr/09 08:19,27/Apr/09 09:04,
Sub-task,VYSPER-37,12423247,12423243,Infra: Move over JIRAs from LABS/Vysper,,brainlounge,Major,Resolved,Fixed,20/Apr/09 08:19,27/Apr/09 09:03,
Sub-task,VYSPER-50,12423860,12423243,Infra: Close all resolved issues remaining at LABS/Vysper,brainlounge,brainlounge,Major,Open,,27/Apr/09 09:03,27/Apr/09 09:03,
Sub-task,VYSPER-49,12423353,12423243,svn: introduce trunk/ branches/ tags/,brainlounge,brainlounge,Major,Resolved,Fixed,21/Apr/09 08:49,27/Apr/09 09:02,
Sub-task,VYSPER-48,12423276,12423243,"Code: remove /doap.rdf, it is lab specific and no longer needed",brainlounge,brainlounge,Major,Resolved,Fixed,20/Apr/09 13:39,27/Apr/09 09:02,
Sub-task,VYSPER-46,12423256,12423243,Karma: grant me (berndf) karma to assign JIRA issues,brainlounge,brainlounge,Major,Closed,Fixed,20/Apr/09 08:27,27/Apr/09 09:02,
Sub-task,VYSPER-45,12423255,12423243,IP: Provide a report of Vysper contributors,brainlounge,brainlounge,Major,Resolved,Fixed,20/Apr/09 08:25,27/Apr/09 09:02,
